# PathPlanner CSV Format:
# timeSeconds, positionMeters, velocityMetersPerSecond, accelerationMetersPerSecondSq, headingDegrees, holonomicRotationDegrees, curvatureRadPerMeter, curveRadiusMeters, angularVelocityDegreesPerSec, angularAccelerationDegreesPerSecSq
 0.0,0.0,0,0.0,-90.0036005644312,-90.0,0.014656257373343654,68.23024285987015,0.0,0.0
 0.13278338863199113,0.008815714148297198,0.06639169431599558,0.5000000000000001,-90.0036005644312,-90.0,0.014656257373343654,68.23024285987015,0.0,0.0
 0.18700286889831452,0.01748503648810011,0.1598931287651529,1.7244989068482939,-90.01094202182335,-90.0,0.015280204548947827,65.44415009607044,-0.1354025777468273,-2.4973049738163584
 0.2280761323302516,0.026009361069363225,0.20753950061428308,1.160033751106373,-90.0184684653672,-90.0,0.015935109235124575,62.7545117667455,-0.18324435204257442,-1.1647911633568204
 0.26225972601847886,0.0343900819456438,0.24516792917436514,1.1007745090605023,-90.02618574085967,-90.0,0.0166227068137573,60.158673987583,-0.22575963085865217,-1.2437334472156418
 0.2919883325553815,0.042628593174236035,0.27712402928693036,1.0749276146831024,-90.03409990993354,-90.0,0.01734484103498364,57.65403084312229,-0.26621392644256187,-1.3607868076054321
 0.318516212511439,0.050726288816316106,0.30525227253341036,1.0603275984765235,-90.0422172587406,-90.0,0.018103473160052532,55.23801931038399,-0.30599312197245965,-1.499524108062555
 0.34259177730087387,0.05868456293708578,0.33055399490615595,1.0509295459539465,-90.050544306987,-90.0,0.01890067970685613,52.90815015701551,-0.34587135625776927,-1.65637793481005
 0.3647048384815511,0.06650480960592714,0.3536483078912123,1.0443743087563366,-90.05908781735704,-90.0,0.019738672016603235,50.661969516431874,-0.38635584192667766,-1.830795172957981
 0.3851971518497038,0.07418842289656188,0.37495099516562713,1.0395452622504546,-90.06785480527405,-90.0,0.020619798705898012,48.497078670024244,-0.4278183609399685,-2.0233205626129127
 0.40431867848818914,0.08173679688721781,0.39475791516894604,1.035844071333411,-90.0768525490774,-90.0,0.02154655524527805,46.41113108876887,-0.4705557235798984,-2.235039254340379
 0.4222589860756085,0.08915132566080046,0.4132888322818989,1.0329208137962826,-90.08608860052745,-90.0,0.022521597262270897,44.40182409598634,-0.514821242894138,-2.467377947593312
 0.4391660353558204,0.09643340330507483,0.4307125107157147,1.0305570265420956,-90.09557079574336,-90.0,0.0235477468464332,42.466908045237076,-0.5608427028728996,-2.7220279077689478
 0.4551580470844193,0.10358442391285123,0.44716204122012054,1.028609207119872,-90.10530726653754,-90.0,0.024628006418970668,40.60417976948843,-0.6088333950358294,-3.000916518658305
 0.4703313333856929,0.1106057815821819,0.46274469023505665,1.0269791728393198,-90.1153064522015,-90.0,0.025765569497039544,38.811484454667294,-0.6589993403815015,-3.3062017251636084
 0.4847656555833173,0.11749887041656171,0.47754849448450465,1.025597464623894,-90.12557711161512,-90.0,0.026963836211079433,37.086710962481675,-0.7115442812619419,-3.640277677124887
 0.4985280022729749,0.12426508452514164,0.4916468289281466,1.024413551086956,-90.13612833580537,-90.0,0.028226421670496705,35.427799232703904,-0.7666733318214146,-4.005788533208668
 0.5116753228815085,0.13090581802294804,0.5051016625772442,1.0233897879058627,-90.14696956098312,-90.0,0.02955717479796645,33.83273289261735,-0.8245957865156286,-4.405647083453487
 0.5242565498515195,0.13742246503110941,0.5179659363665146,1.0224975528963964,-90.15811058199643,-90.0,0.03096019506168837,32.29953810069653,-0.8855273845589158,-4.843056896479633
 0.5363141237690772,0.14381641967709657,0.5302853368102995,1.0217146938528028,-90.16956156599554,-90.0,0.0324398444182515,30.82628840961315,-0.9496922081854363,-5.321536825338195
 0.547885163323425,0.1500890760949681,0.5420996435462527,1.0210237965623392,-90.18133306689414,-90.0,0.03400076856745243,29.411099870173516,-1.017324402297682,-5.844954015979743
 0.5590023764271984,0.1562418284256277,0.5534437698753119,1.0204109809866517,-90.19343603980867,-90.0,0.03564791530984768,28.052131276348483,-1.0886696874089132,-6.417551273440557
 0.5696947793636361,0.16227607081709108,0.5643485778954161,1.019865046699911,-90.20588185616228,-90.0,0.037386549771989,26.74758719643145,-1.1639868444530121,-7.043987912897685
 0.5799882713034168,0.16819319742476296,0.5748415253335255,1.0193768547637219,-90.21868231912136,-90.0,0.039222283830010134,25.495710661164264,-1.2435491312335267,-7.7293776733855095
 0.5899060983101015,0.17399460241172363,0.584947184806756,1.0189388730433737,-90.2318496791677,-90.0,0.04116109325829578,24.29478716040798,-1.327645666482688,-8.479330723602978
 0.5994692318193319,0.17968167994902992,0.5946876650647128,1.0185448366432737,-90.24539665032843,-90.0,0.043209341392603136,23.14314376870337,-1.4165828750214182,-9.30000699591697
 0.6086966801552681,0.1852558242160224,0.6040829559873027,1.0181894908042917,-90.25933642627936,-90.0,0.04537380525547104,22.039147793966936,-1.5106858844885174,-10.198161619677204
 0.6176057470597976,0.19071842940064537,0.6131512136075306,1.0178683937840258,-90.27368269704826,-90.0,0.04766170247099794,20.981206045010627,-1.6103000373253522,-11.181210546997807
 0.6262122478837067,0.19607088969978245,0.621908997471754,1.0175777639960428,-90.28844966555216,-90.0,0.050080720858847884,19.96776369929842,-1.71579237672055,-12.257285690618689
 0.634530691644773,0.20131459931959703,0.6303714697642381,1.0173143601801837,-90.30365206452514,-90.0,0.05263904239963865,18.997306075743975,-1.8275532551069689,-13.435310930333397
 0.642574435339421,0.2064509524758879,0.6385525634920981,1.0170753865893827,-90.31930517323052,-90.0,0.055345380125840456,18.068355438634082,-1.945997945683637,-14.72507020026966
