# PathPlanner CSV Format:
# timeSeconds, positionMeters, velocityMetersPerSecond, accelerationMetersPerSecondSq, headingDegrees, holonomicRotationDegrees, curvatureRadPerMeter, curveRadiusMeters, angularVelocityDegreesPerSec, angularAccelerationDegreesPerSecSq
 0.0,0.0,0,0.0,-89.99782974544563,-90.0,0.015596174003318105,64.11828951044332,0.0,0.0
 0.0985590937979424,0.004856947485135804,0.049279546898971203,0.5000000000000001,-89.99782974544563,-90.0,0.015596174003318105,64.11828951044332,0.0,0.0
 0.13929180779301575,0.009701103859123227,0.11892545079547916,1.7098272387381714,-89.99349531706426,-90.0,0.015593423920448483,64.12959752146845,0.1064114800179984,2.612432847731897
 0.17048473199696582,0.014532521922038634,0.15488826989499077,1.1529159262009019,-89.98917305732623,-90.0,0.015589625227548656,64.14522385264819,0.13856539097677925,1.030807844386359
 0.1967295324729073,0.019351254473504352,0.18360713223493663,1.0942686482327169,-89.9848632047686,-90.0,0.015584765830206291,64.1652246106776,0.16421738704289235,0.9774125007971833
 0.2198060704925613,0.024157354312690418,0.2082678014827343,1.0686468319812314,-89.98056599968658,-90.0,0.015578829443167103,64.18967507463158,0.18621532737589294,0.9532599870164788
 0.24062782149332587,0.028950874238311955,0.2302169459929435,1.0541449904670952,-89.97628168400243,-90.0,0.015571799480000273,64.2186538096869,0.20576154637446137,0.9387404065033078
 0.2597378179958711,0.03373186704862813,0.2501828197445982,1.044786886747755,-89.97201050140961,-90.0,0.015563663139483827,64.25222590837733,0.22350514780280065,0.9284984131721871
 0.27749012790167193,0.038500385541443125,0.2686139729487715,1.0382397165199668,-89.9677526972515,-90.0,0.015554411569167217,64.29044233227397,0.23984507823034854,0.9204396787940576
 0.29413086378039915,0.04325648251410186,0.2858104958410353,1.0333991848429662,-89.96350851856972,-90.0,0.015544019208955932,64.33342538742066,0.25504753592020685,0.9135688349751684
 0.30983934793209034,0.048000210763491466,0.301985105856245,1.029673510124676,-89.9592782140986,-90.0,0.015532480888149252,64.38121554445082,0.2693006168051262,0.9073492227055433
 0.32475105261119763,0.05273162308604042,0.31729520027164376,1.0267165790139106,-89.95506203422782,-90.0,0.015519778810466732,64.43390799652296,0.2827429835493757,0.9014641205363695
 0.33897130343943843,0.05745077227771591,0.3318611780253174,1.0243122944601113,-89.95086023101722,-90.0,0.01550589482983448,64.49160212772284,0.2954802458381231,0.895712912704165
 0.3525839223051005,0.062157711134024546,0.34577761287226855,1.022318701808031,-89.94667305822308,-90.0,0.015490814750630586,64.55438374920163,0.30759494814733135,0.8899611771080779
 0.36565692240134573,0.06685249245001185,0.359120422353222,1.0206386738102842,-89.9425007712268,-90.0,0.015474524155747023,64.62234249888802,0.3191529844372924,0.8841150619497594
 0.37824639858235143,0.07153516902025948,0.3719516604918479,1.0192034961696794,-89.93834362705974,-90.0,0.015457012788779903,64.69555364060321,0.33020787420530207,0.8781056184600158
 0.390399266492363,0.07620579363888749,0.3843228325373577,1.0179631784953729,-89.93420188444996,-90.0,0.015438261458871777,64.77413293355893,0.34080372142855053,0.8718803908433501
 0.40215524141692094,0.08086441909955094,0.39627725395464236,1.0168804794158044,-89.93007580366253,-90.0,0.015418250576008274,64.8582013290185,0.3509773382403632,0.8653996692830861
 0.413548299949208,0.08551109819544002,0.40785177068306466,1.0159270836379015,-89.92596564667562,-90.0,0.015396973663971508,64.9478281787266,0.3607597534284728,0.8586294154802148
 0.4246077807089313,0.09014588371928192,0.4190780403290709,1.0150810774851546,-89.92187167703037,-90.0,0.01537441521361769,65.043124314365,0.37017738302494935,0.8515435580641317
 0.43535922745093236,0.09476882846333631,0.42998350407993224,1.0143252357153552,-89.91779415991991,-90.0,0.01535055485938394,65.14422502380691,0.37925287715397016,0.8441184099965772
 0.4458250446518171,0.09937998521939734,0.4405921360513744,1.0136458307857044,-89.91373336210313,-90.0,0.015325381062643605,65.25123231275148,0.38800580392597245,0.8363347652644197
 0.4560250141796914,0.10397940677879385,0.4509250294157546,1.013031787609039,-89.90968955193863,-90.0,0.015298868134567014,65.3643126539898,0.3964531613018373,0.8281747658931835
 0.4659767074272847,0.10856714593238662,0.4610008608034872,1.0124740722056829,-89.905662999363,-90.0,0.015271022804063132,65.4834985731232,0.40460979608582415,0.8196228100137031
 0.47569581766202196,0.11314325547056979,0.47083626254465266,1.0119652420457774,-89.90165397589132,-90.0,0.015241809471170932,65.60900803093271,0.4124887335211318,0.810664479053583
 0.48519643070259877,0.11770778818327082,0.48044612418230925,1.0114991102798507,-89.89766275456132,-90.0,0.015211215573717903,65.74096561538516,0.4201014516589386,0.8012870438247678
 0.4944912473642952,0.12226079685994826,0.48984383903344614,1.0110704915638051,-89.89368960999936,-90.0,0.015179233266675713,65.87948036844435,0.42745808837132976,0.7914773341046647
 0.5035917677833784,0.12680233428959403,0.4990415075738372,1.0106750072341062,-89.88973481834152,-90.0,0.015145849837393161,66.02468733917645,0.43456763742200183,0.7812244490725895
 0.512508445317211,0.13133245326073226,0.5080501065502941,1.0103089342723963,-89.88579865720959,-90.0,0.015111037550861685,66.17679273406189,0.44143809361661457,0.7705175126659223
 0.5212508159445275,0.13585120656141778,0.516879630630868,1.0099690869871096,-89.88188140578731,-90.0,0.015074787954802197,66.33592479033457,0.4480765674747378,0.7593448208865085
 0.5298276077730181,0.1403586469792395,0.5255392118587751,1.009652723427601,-89.87798334476267,-90.0,0.015037087565520912,66.50223958879754,0.45448940613333655,0.7476966664034559
